step,customer,age,gender,merchant,category,amount,fraud
119,C1267749701,2,F,M1823072687,es_transportation,39.88,0
154,C947315968,2,F,M348934600,es_transportation,62.68,0
25,C446179646,5,F,M348934600,es_transportation,49.76,0
158,C994739890,5,M,M1823072687,es_transportation,52.78,0
61,C1501782229,5,F,M1823072687,es_transportation,6.79,0
127,C2115344024,3,M,M1823072687,es_transportation,20.45,0
175,C1952937534,4,F,M1823072687,es_transportation,57.78,0
154,C346030769,5,F,M348934600,es_transportation,13.82,0
121,C297347471,4,M,M1946091778,es_wellnessandbeauty,87.95,0
141,C71746980,1,M,M1823072687,es_transportation,30.67,0
63,C1364381627,3,M,M348934600,es_transportation,32.22,0
89,C1557448880,4,M,M1823072687,es_transportation,4.66,0
117,C1047521541,5,M,M348934600,es_transportation,52.47,0
11,C926583171,2,F,M1823072687,es_transportation,31.3,0
63,C251449240,3,F,M348934600,es_transportation,27.43,0
88,C894687005,5,M,M85975013,es_food,6.86,0
97,C108794529,4,F,M1823072687,es_transportation,22.89,0
123,C1650590141,3,F,M1823072687,es_transportation,29.76,0
72,C638838388,2,F,M348934600,es_transportation,29.18,0
179,C1653588482,2,F,M1198415165,es_wellnessandbeauty,206.52,1
167,C286236136,3,M,M1823072687,es_transportation,17.94,0
28,C2015203999,4,F,M1823072687,es_transportation,39.84,0
68,C403631555,4,M,M1823072687,es_transportation,15.25,0
85,C1038996959,2,M,M1823072687,es_transportation,31.3,0
156,C1050663079,4,M,M1823072687,es_transportation,28.7,0
17,C969284083,3,F,M348934600,es_transportation,3.05,0
82,C1700550154,6,M,M348934600,es_transportation,22.2,0
56,C821630606,1,F,M348934600,es_transportation,3.93,0
32,C487569403,2,M,M1823072687,es_transportation,7.36,0
74,C1283534588,3,M,M348934600,es_transportation,32.63,0
24,C1866572071,3,F,M348934600,es_transportation,53.89,0
126,C1890075917,2,M,M1823072687,es_transportation,40.54,0
27,C1635345159,3,F,M348934600,es_transportation,25.62,0
4,C437836513,2,M,M1823072687,es_transportation,65.89,0
26,C942160317,2,M,M1823072687,es_transportation,28.24,0
92,C1362863442,2,F,M1823072687,es_transportation,18.69,0
80,C870367228,4,M,M1823072687,es_transportation,61.84,0
127,C1629693561,4,M,M1823072687,es_transportation,33.99,0
108,C963460752,3,M,M348934600,es_transportation,27.12,0
144,C1667929755,3,F,M1823072687,es_transportation,50.16,0
30,C550190826,3,F,M209847108,es_wellnessandbeauty,75.19,0
92,C1495681901,1,F,M348934600,es_transportation,57.29,0
69,C1140809068,3,F,M348934600,es_transportation,33.22,0
39,C2125297333,2,F,M348934600,es_transportation,4.48,0
148,C475340225,2,M,M1823072687,es_transportation,47.17,0
151,C1201696181,4,F,M348934600,es_transportation,50.67,0
104,C968150727,2,F,M1823072687,es_transportation,27.5,0
66,C2011875751,4,M,M1823072687,es_transportation,11.94,0
85,C1913044357,5,F,M1946091778,es_wellnessandbeauty,57.57,0
139,C16613795,2,F,M1823072687,es_transportation,6.49,0
29,C140234280,2,F,M348934600,es_transportation,5.36,0
12,C1122213892,2,M,M1823072687,es_transportation,5.41,0
126,C1249070059,2,M,M348934600,es_transportation,26.07,0
30,C943088790,2,F,M1823072687,es_transportation,20.64,0
45,C1031698099,0,M,M1823072687,es_transportation,31.34,0
120,C1580559195,2,M,M1823072687,es_transportation,29.95,0
23,C592765908,2,F,M480139044,es_health,61.06,0
151,C1341517098,4,F,M1823072687,es_transportation,27.04,0
177,C232369406,5,F,M1823072687,es_transportation,52.39,0
67,C1395098424,2,F,M1823072687,es_transportation,27.24,0
73,C757503768,5,M,M1823072687,es_transportation,45.02,0
160,C1082608644,4,F,M1823072687,es_transportation,33.92,0
44,C914243510,4,M,M1823072687,es_transportation,12.75,0
162,C2005070127,2,F,M85975013,es_food,18.05,0
18,C1418322275,1,M,M855959430,es_hyper,17.84,0
175,C96407618,4,F,M1823072687,es_transportation,7.0,0
37,C2070292195,2,F,M348934600,es_transportation,21.19,0
82,C1296664552,3,M,M348934600,es_transportation,16.02,0
133,C1255231772,2,F,M1823072687,es_transportation,3.27,0
102,C1292770722,4,F,M1823072687,es_transportation,18.48,0
104,C1453275851,3,F,M348934600,es_transportation,20.18,0
71,C961738915,2,M,M1823072687,es_transportation,12.14,0
177,C76969430,2,M,M1823072687,es_transportation,22.66,0
175,C1730375460,2,F,M1053599405,es_health,65.52,0
3,C423379854,2,M,M348934600,es_transportation,32.51,0
156,C1156808163,3,M,M1823072687,es_transportation,19.12,0
19,C185820405,3,M,M1823072687,es_transportation,25.54,0
94,C1977058282,2,F,M348934600,es_transportation,0.85,0
124,C1808704110,3,F,M348934600,es_transportation,9.51,0
169,C363029037,3,M,M1823072687,es_transportation,53.15,0
57,C819388154,6,M,M348934600,es_transportation,62.73,0
54,C1382480007,4,F,M1823072687,es_transportation,40.57,0
92,C626836922,5,F,M1946091778,es_wellnessandbeauty,10.43,0
156,C13098029,5,F,M1823072687,es_transportation,40.22,0
167,C1249070059,2,M,M1823072687,es_transportation,5.07,0
159,C90085212,1,M,M1946091778,es_wellnessandbeauty,33.94,0
81,C1828122,6,M,M1823072687,es_transportation,54.06,0
130,C813786166,4,F,M348934600,es_transportation,54.2,0
135,C1334227305,1,F,M1823072687,es_transportation,41.29,0
29,C1083375349,3,F,M1823072687,es_transportation,38.74,0
62,C44197733,2,M,M1823072687,es_transportation,8.46,0
162,C535324444,2,M,M348934600,es_transportation,23.08,0
110,C1170049298,5,F,M1823072687,es_transportation,8.32,0
32,C1853277977,4,M,M348934600,es_transportation,53.29,0
53,C1731135780,2,M,M348934600,es_transportation,53.63,0
174,C150273597,4,M,M1823072687,es_transportation,7.99,0
154,C623466885,3,F,M85975013,es_food,7.89,0
11,C1769927077,2,F,M348934600,es_transportation,17.51,0
53,C1174735331,3,F,M348934600,es_transportation,14.42,0
84,C1734585073,5,F,M1823072687,es_transportation,40.21,0
128,C259158925,5,F,M1823072687,es_transportation,18.75,0
121,C157427068,1,M,M1823072687,es_transportation,64.39,0
26,C60351691,2,F,M1823072687,es_transportation,48.31,0
92,C1575842015,5,M,M1823072687,es_transportation,35.82,0
133,C1522289895,3,F,M85975013,es_food,19.51,0
82,C1720950881,6,F,M1823072687,es_transportation,15.32,0
105,C607532274,5,F,M1823072687,es_transportation,67.4,0
62,C899204870,3,M,M348934600,es_transportation,22.14,0
146,C1267444276,3,F,M85975013,es_food,8.69,0
155,C251449240,3,F,M85975013,es_food,44.61,0
44,C512338137,3,M,M348934600,es_transportation,28.45,0
83,C1118932469,4,F,M348934600,es_transportation,19.45,0
78,C899813705,4,M,M1823072687,es_transportation,22.89,0
10,C2018553540,4,F,M151143676,es_barsandrestaurants,7.26,0
135,C929298953,4,M,M1823072687,es_transportation,9.07,0
76,C1885719603,3,F,M1823072687,es_transportation,5.6,0
77,C1091966081,3,F,M1823072687,es_transportation,0.68,0
89,C354098761,2,F,M1823072687,es_transportation,22.91,0
87,C34441666,5,M,M348934600,es_transportation,31.34,0
143,C1993791093,5,M,M151143676,es_barsandrestaurants,21.63,0
58,C570913468,1,F,M1823072687,es_transportation,12.11,0
103,C296571542,2,F,M348934600,es_transportation,29.42,0
59,C677660361,5,M,M348934600,es_transportation,8.33,0
163,C1994736634,4,F,M1823072687,es_transportation,9.7,0
23,C318818410,2,M,M348934600,es_transportation,49.33,0
149,C475624028,2,M,M1823072687,es_transportation,40.67,0
92,C194016923,3,F,M1823072687,es_transportation,21.72,0
96,C233548839,2,F,M1823072687,es_transportation,41.07,0
0,C1418322275,1,M,M1823072687,es_transportation,21.23,0
56,C225675370,4,M,M348934600,es_transportation,3.8,0
150,C2060968828,3,F,M1823072687,es_transportation,36.91,0
44,C764048448,3,M,M1823072687,es_transportation,0.72,0
103,C1757210259,2,F,M1823072687,es_transportation,39.45,0
66,C1214826221,6,M,M1946091778,es_wellnessandbeauty,13.16,0
37,C1963617384,2,F,M1823072687,es_transportation,24.67,0
159,C1153792315,1,F,M348934600,es_transportation,5.85,0
134,C799349963,3,M,M1823072687,es_transportation,16.93,0
27,C307655955,2,F,M348934600,es_transportation,18.17,0
85,C2044070952,2,F,M1823072687,es_transportation,33.4,0
63,C1340398290,4,M,M1823072687,es_transportation,24.6,0
55,C1791903269,3,F,M348934600,es_transportation,65.11,0
88,C1452354279,3,M,M1823072687,es_transportation,20.9,0
8,C2083329818,2,F,M348934600,es_transportation,24.24,0
102,C1202857292,3,F,M1946091778,es_wellnessandbeauty,21.07,0
169,C1951890364,3,F,M1913465890,es_health,93.91,0
144,C289653430,1,F,M348934600,es_transportation,2.61,0
122,C1490416909,2,F,M1823072687,es_transportation,23.2,0
35,C1242770016,4,M,M1823072687,es_transportation,57.97,0
149,C1860405125,1,F,M1823072687,es_transportation,29.54,0
105,C513710252,6,M,M1823072687,es_transportation,44.27,0
143,C1807259356,3,F,M348934600,es_transportation,39.87,0
48,C170769685,4,M,M348934600,es_transportation,5.02,0
79,C1790520611,3,F,M1823072687,es_transportation,29.71,0
174,C872043603,4,F,M980657600,es_sportsandtoys,17.67,1
63,C598452144,3,M,M348934600,es_transportation,4.06,0
56,C765155274,1,F,M1823072687,es_transportation,44.16,0
161,C447056233,1,F,M1823072687,es_transportation,31.71,0
12,C703281362,2,F,M348934600,es_transportation,5.47,0
156,C395508103,2,F,M1913465890,es_health,5.87,0
141,C923875417,5,F,M348934600,es_transportation,14.31,0
14,C1413412440,2,F,M348934600,es_transportation,16.78,0
17,C747353905,2,M,M348934600,es_transportation,17.13,0
147,C2128263275,2,M,M1823072687,es_transportation,4.04,0
132,C1002658784,3,M,M348934600,es_transportation,46.31,0
118,C1698214137,5,F,M1823072687,es_transportation,9.49,0
25,C530747890,4,F,M1823072687,es_transportation,50.65,0
2,C1763311989,2,M,M855959430,es_hyper,4.55,0
132,C480975116,2,M,M1600850729,es_fashion,81.53,0
178,C548185127,2,F,M348934600,es_transportation,14.73,0
47,C1577880868,2,F,M1823072687,es_transportation,28.69,0
102,C1309194397,4,F,M348934600,es_transportation,5.48,0
38,C1986701933,3,F,M980657600,es_sportsandtoys,595.16,1
165,C617179674,6,F,M1823072687,es_transportation,69.11,0
163,C1385780363,4,F,M348934600,es_transportation,3.18,0
125,C1396904959,3,M,M1823072687,es_transportation,23.76,0
66,C2125787399,4,F,M209847108,es_wellnessandbeauty,61.51,0
37,C1091966081,3,F,M348934600,es_transportation,11.13,0
76,C228023479,4,F,M348934600,es_transportation,12.53,0
18,C1564260047,3,F,M348934600,es_transportation,8.56,0
132,C1179833140,5,M,M85975013,es_food,13.01,0
111,C1129461636,1,M,M348934600,es_transportation,34.85,0
144,C1674379117,3,F,M1823072687,es_transportation,22.01,0
79,C1014347664,6,M,M348934600,es_transportation,19.79,0
43,C1783127345,4,M,M348934600,es_transportation,19.81,0
94,C1943207086,5,F,M1823072687,es_transportation,10.36,0
134,C121798652,3,F,M1823072687,es_transportation,30.61,0
167,C226946948,3,M,M348934600,es_transportation,23.7,0
49,C1680347409,2,F,M348934600,es_transportation,48.04,0
63,C2136008441,6,M,M1823072687,es_transportation,47.69,0
160,C1238755034,4,M,M1198415165,es_wellnessandbeauty,151.16,0
120,C1690793519,2,F,M1823072687,es_transportation,14.23,0
130,C621230638,4,M,M1823072687,es_transportation,30.6,0
162,C1688560702,2,F,M348934600,es_transportation,30.2,0
1,C131296547,2,M,M348934600,es_transportation,38.83,0
152,C2005070127,2,F,M1823072687,es_transportation,32.91,0
158,C1005495267,1,M,M1823072687,es_transportation,42.05,0
64,C980876590,2,F,M1823072687,es_transportation,7.41,0
65,C1730375460,2,F,M1823072687,es_transportation,5.61,0
98,C1341662543,3,F,M1823072687,es_transportation,18.88,0
170,C1256908044,3,F,M1823072687,es_transportation,16.7,0
89,C318818410,2,M,M1823072687,es_transportation,25.9,0
86,C692285338,4,F,M348934600,es_transportation,37.28,0
176,C1918935856,4,M,M85975013,es_food,59.69,0
112,C1721541488,2,M,M348934600,es_transportation,1.17,0
43,C474894075,4,F,M348934600,es_transportation,74.6,0
17,C1297358265,3,M,M348934600,es_transportation,15.83,0
145,C2055186059,3,F,M1823072687,es_transportation,30.01,0
17,C1857873865,2,F,M348934600,es_transportation,3.04,0
117,C332727422,5,M,M348934600,es_transportation,7.56,0
20,C1214628974,2,F,M348934600,es_transportation,45.02,0
89,C2002750382,1,F,M85975013,es_food,37.06,0
169,C1890779401,5,F,M1823072687,es_transportation,20.68,0
178,C1799010144,2,F,M1823072687,es_transportation,50.29,0
154,C1283110336,1,M,M348934600,es_transportation,42.15,0
20,C554819698,3,M,M348934600,es_transportation,5.6,0
26,C783259685,3,M,M855959430,es_hyper,24.19,0
173,C576597517,3,F,M348934600,es_transportation,14.86,0
158,C984099618,3,M,M1823072687,es_transportation,18.0,0
130,C1930258744,4,M,M348934600,es_transportation,47.08,0
124,C1838285576,3,M,M1823072687,es_transportation,13.24,0
167,C692285338,4,F,M1823072687,es_transportation,38.54,0
104,C116386695,2,M,M1823072687,es_transportation,7.93,0
74,C193297871,4,F,M1823072687,es_transportation,30.93,0
145,C628232611,2,M,M1823072687,es_transportation,63.11,0
112,C1575367607,3,F,M348934600,es_transportation,38.4,0
135,C1615671416,6,F,M1823072687,es_transportation,5.26,0
52,C1878030169,5,M,M1823072687,es_transportation,40.16,0
172,C1225717157,5,M,M1823072687,es_transportation,14.88,0
121,C598089944,2,M,M1823072687,es_transportation,31.87,0
9,C1945520078,3,F,M151143676,es_barsandrestaurants,10.02,0
55,C2130871815,4,M,M209847108,es_wellnessandbeauty,71.02,0
84,C918933783,4,F,M348934600,es_transportation,37.12,0
160,C2076439645,2,F,M692898500,es_health,74.35,0
99,C2094361013,U,E,M1823072687,es_transportation,15.76,0
69,C1214279601,1,F,M348934600,es_transportation,22.49,0
57,C1757210259,2,F,M1823072687,es_transportation,2.1,0
66,C64700533,3,F,M209847108,es_wellnessandbeauty,52.08,0
90,C1454671890,5,F,M348934600,es_transportation,26.02,0
131,C388262831,2,F,M1823072687,es_transportation,31.99,0
98,C1120165888,2,M,M348934600,es_transportation,22.99,0
116,C1943108967,6,F,M348934600,es_transportation,25.12,0
114,C1267365709,3,F,M1823072687,es_transportation,1.14,0
155,C403631555,4,M,M1823072687,es_transportation,5.27,0
157,C1440755608,1,M,M1823072687,es_transportation,12.96,0
141,C1156672988,5,M,M1823072687,es_transportation,38.53,0
76,C531360588,1,F,M348934600,es_transportation,23.37,0
141,C1174416804,4,F,M1823072687,es_transportation,47.13,0
146,C2029028090,4,M,M85975013,es_food,31.02,0
177,C1808415473,3,F,M85975013,es_food,15.24,0
87,C1928450094,2,M,M1823072687,es_transportation,39.31,0
144,C1494778598,3,M,M348934600,es_transportation,20.02,0
85,C1746579125,2,F,M1823072687,es_transportation,11.23,0
116,C1025104996,5,M,M1823072687,es_transportation,55.0,0
96,C990997956,2,F,M348934600,es_transportation,18.24,0
101,C1299745394,2,M,M348934600,es_transportation,22.26,0
117,C1405664150,4,M,M1823072687,es_transportation,26.29,0
119,C1853277977,4,M,M348934600,es_transportation,32.93,0
84,C1906711479,4,F,M1823072687,es_transportation,0.49,0
40,C1899748276,5,F,M348934600,es_transportation,34.77,0
122,C1102156492,4,M,M85975013,es_food,25.98,0
56,C660024200,2,F,M1823072687,es_transportation,14.48,0
105,C1088853847,2,F,M1535107174,es_wellnessandbeauty,54.17,0
22,C767740583,2,F,M348934600,es_transportation,18.02,0
157,C1872803698,3,F,M1823072687,es_transportation,27.82,0
3,C1307336396,2,F,M855959430,es_hyper,131.24,1
52,C102010508,2,F,M348934600,es_transportation,38.93,0
147,C1754543106,2,M,M1823072687,es_transportation,2.28,0
157,C954150626,6,F,M348934600,es_transportation,18.92,0
46,C1557448113,4,F,M85975013,es_food,0.06,0
125,C1577104524,2,M,M349281107,es_fashion,104.04,0
143,C252172114,2,M,M1823072687,es_transportation,12.62,0
43,C1542255731,2,F,M348934600,es_transportation,54.38,0
174,C476477241,4,M,M1823072687,es_transportation,11.82,0
72,C2060778761,5,F,M348934600,es_transportation,54.43,0
167,C1797237747,3,M,M1823072687,es_transportation,12.33,0
156,C582688427,5,M,M1823072687,es_transportation,2.16,0
146,C1620127338,2,M,M1823072687,es_transportation,37.13,0
123,C15276068,2,M,M85975013,es_food,49.24,0
153,C115540448,5,F,M1823072687,es_transportation,2.16,0
35,C287533643,3,M,M85975013,es_food,30.79,0
29,C801797246,2,F,M348934600,es_transportation,18.18,0
137,C23569509,5,M,M1823072687,es_transportation,13.17,0
81,C313266037,2,M,M1823072687,es_transportation,59.17,0
103,C1033736586,4,F,M1842530320,es_tech,86.29,0
47,C135716487,4,F,M1823072687,es_transportation,17.55,0
57,C2044183803,3,M,M1823072687,es_transportation,21.29,0
45,C759167881,2,F,M1823072687,es_transportation,3.15,0
18,C1965185304,5,F,M348934600,es_transportation,21.19,0
110,C120661238,6,M,M348934600,es_transportation,29.57,0
115,C1547534233,2,F,M1053599405,es_health,2.07,0
79,C1090046399,2,M,M1823072687,es_transportation,6.54,0
57,C1767929602,2,F,M1823072687,es_transportation,42.21,0
29,C1141481813,5,M,M348934600,es_transportation,21.0,0
153,C1066456457,3,F,M1823072687,es_transportation,41.57,0
127,C1591441443,6,M,M1823072687,es_transportation,29.05,0
144,C210584188,4,M,M1913465890,es_health,27.36,0
105,C606861698,1,F,M1823072687,es_transportation,77.18,0
145,C188084843,2,M,M348934600,es_transportation,55.85,0
14,C1718974481,4,M,M1823072687,es_transportation,38.65,0
135,C339931011,4,M,M85975013,es_food,6.5,0
32,C299068475,5,F,M348934600,es_transportation,49.46,0
140,C1980302296,1,F,M1823072687,es_transportation,33.75,0
46,C1400397779,3,M,M1823072687,es_transportation,54.45,0
71,C1902104464,6,F,M85975013,es_food,15.86,0
179,C1876642037,4,M,M1823072687,es_transportation,28.49,0
85,C1699102063,4,M,M348934600,es_transportation,38.73,0
50,C529768403,6,F,M1053599405,es_health,2.13,0
149,C1087747329,2,M,M1823072687,es_transportation,65.37,0
37,C1389003663,3,F,M151143676,es_barsandrestaurants,72.04,0
174,C1801713151,4,F,M1823072687,es_transportation,24.6,0
79,C1777502922,2,F,M348934600,es_transportation,16.31,0
13,C1089903335,3,M,M1946091778,es_wellnessandbeauty,58.6,0
159,C1059874896,2,M,M1823072687,es_transportation,12.89,0
120,C914285365,4,M,M1823072687,es_transportation,20.97,0
140,C915430510,2,F,M348934600,es_transportation,7.66,0
101,C480118707,2,M,M1823072687,es_transportation,12.28,0
154,C426128777,3,F,M348934600,es_transportation,7.82,0
176,C688652575,2,M,M348934600,es_transportation,15.45,0
100,C149698808,2,F,M1823072687,es_transportation,2.19,0
93,C1122835446,2,F,M1823072687,es_transportation,14.52,0
140,C1903765775,3,M,M1823072687,es_transportation,76.27,0
26,C153258882,4,F,M1053599405,es_health,99.48,0
73,C2037169176,1,F,M348934600,es_transportation,14.54,0
176,C508633218,6,M,M1823072687,es_transportation,22.32,0
125,C232299558,3,F,M1823072687,es_transportation,41.42,0
5,C413455659,2,F,M85975013,es_food,42.95,0
145,C1776310825,4,M,M1823072687,es_transportation,28.08,0
82,C1203244235,3,F,M1823072687,es_transportation,28.78,0
78,C159675329,1,F,M1823072687,es_transportation,54.93,0
100,C359668643,2,M,M348934600,es_transportation,50.06,0
45,C286580355,6,M,M348934600,es_transportation,5.41,0
76,C938819633,1,M,M1823072687,es_transportation,3.41,0
51,C815064001,3,M,M1823072687,es_transportation,3.27,0
39,C810569063,2,F,M1823072687,es_transportation,17.81,0
158,C369115109,1,F,M1823072687,es_transportation,56.01,0
